Title,Text,Author,Source,Label
Ivanka Trump Will Move Into White House ‘to Fill Melania’s Vacancy’,NaN,NaN,Snopes Aggregator,Unreliable
Jill Stein Caught Embezzling Recount Funds for Marijuana Dinner Party,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Trump Promises to Pardon Dylann Roof,NaN,NaN,Snopes Aggregator,Unreliable
Backless Booster Seats Banned in United States?,NaN,NaN,Snopes Aggregator,Unreliable
Three Wisconsin Counties ‘Admit’ They Padded Votes for Trump?,NaN,NaN,Snopes Aggregator,Unreliable
Trump Picks El Chapo to Run DEA,NaN,NaN,Snopes Aggregator,Unreliable
Edward Snowden Said Russia Successfully Rigged U.S. Elections In Favor Of Trump,NaN,NaN,Snopes Aggregator,Unreliable
Fidel Castro Said He ‘Won’t Die Until America is Destroyed’?,NaN,NaN,Snopes Aggregator,Unreliable
Ben Carson Thinks the Earth Would Have Exploded During Big Bang,NaN,NaN,Snopes Aggregator,Unreliable
Public Assistance Barbie,NaN,NaN,Snopes Aggregator,Unreliable
Fidel Castro,NaN,NaN,Snopes Aggregator,Unreliable
Corona Founder Made Every Person in His Village a Millionaire,NaN,NaN,Snopes Aggregator,Unreliable
Did CNN Air Half an Hour of Pornographic Content?,NaN,NaN,Snopes Aggregator,Unreliable
Ivanka Trump Said If Donald Trump Wasn’t Her Father,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Did Trump Appoint Bill Cosby as Secretary for Women’s Rights?,NaN,NaN,Snopes Aggregator,Unreliable
Nigerian Baby Born With Message of Christ’s Second Coming?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clint Eastwood Refuse the Presidential Medal of Freedom?,NaN,NaN,Snopes Aggregator,Unreliable
Audit the Vote,NaN,NaN,Snopes Aggregator,Unreliable
‘Student Loan Forgiveness’ Scam,NaN,NaN,Snopes Aggregator,Unreliable
Is Comet Ping Pong Pizzeria Home to a Child Abuse Ring Led by Hillary Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Woman Develops IQ of 220 After Drinking Sperm Every Day for a Year,NaN,NaN,Snopes Aggregator,Unreliable
Melania Trump and the Dakota Access Pipeline Protests,NaN,NaN,Snopes Aggregator,Unreliable
Liberalism Summed Up in 10 Seconds,NaN,NaN,Snopes Aggregator,Unreliable
How Did ‘Black Friday’ Get Its Name?,NaN,NaN,Snopes Aggregator,Unreliable
Our Days Feel Shorter Because Time Is Literally Speeding Up,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Says He’ll Legalize Weed In Every State,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
European Union Gag Order On Revealing Muslim Terrorists’ Religion,NaN,NaN,Snopes Aggregator,Unreliable
Kid Rock Wears ‘Dumbf*ckistan’ T-Shirt,NaN,NaN,Snopes Aggregator,Unreliable
The King of Denmark Wore a Yellow Star,NaN,NaN,Snopes Aggregator,Unreliable
Liberal College Millennials Are Less Biologically Fit Than ‘Real Americans’?,NaN,NaN,Snopes Aggregator,Unreliable
Did the Communist Party of the USA Endorse Hillary Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Trump to Repurpose USS Enterprise Into Floating Hotel and Casino,NaN,NaN,Snopes Aggregator,Unreliable
Mexican Supermarket Taking ‘Donations’ for Trump Border Wall,NaN,NaN,Snopes Aggregator,Unreliable
Republican Senate Candidate Tells Melania Trump to ‘Sterilize’ the White House,NaN,NaN,Snopes Aggregator,Unreliable
Woman Runs Husband Down with SUV Because He Voted for Trump,NaN,NaN,Snopes Aggregator,Unreliable
Is Monsanto Suppressing Evidence of a Cancerous Herbicide in Food?,NaN,NaN,Snopes Aggregator,Unreliable
Hunter Nearly Killed by Brutal Sexual Assault From Moose,NaN,NaN,Snopes Aggregator,Unreliable
Did Putin Issue an Arrest Warrant for George Soros?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Lady Gaga Arrested for Twitter Attack on Melania Trump,NaN,NaN,Snopes Aggregator,Unreliable
Bill Clinton in the Nude,NaN,NaN,Snopes Aggregator,Unreliable
‘Offended Muslims’ Attack Christmas Tree?,NaN,NaN,Snopes Aggregator,Unreliable
Was Donald Trump Born in Pakistan?,NaN,NaN,Snopes Aggregator,Unreliable
David Brooks: ‘Trump Needs to Decide If He Prefers to Resign,NaN,NaN,Snopes Aggregator,Unreliable
Military Absentee Ballots Delivered One Day Late Would Have Swung Election for Clinton,NaN,NaN,Snopes Aggregator,Unreliable
Mike Pence: Gay Conversion Therapy Saved My Marriage,NaN,NaN,Snopes Aggregator,Unreliable
Melania Trump Files for Divorce,NaN,NaN,Snopes Aggregator,Unreliable
No Sanction for BBC’s Carol Kirkwood Over ‘Cold as F*ck’ Weather Forecast,NaN,NaN,Snopes Aggregator,Unreliable
BLM ‘Thug’ Shoots Himself Taking Selfie with Gun in Protest of Trump,NaN,NaN,Snopes Aggregator,Unreliable
Do Maps Show High Crime Rates Where Democrats Vote?,NaN,NaN,Snopes Aggregator,Unreliable
Protesters Beat Homeless Veteran to Death in Philadelphia,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
President Obama to Issue Hillary a ‘Blanket Pardon’ to Avoid Future Prosecution,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Supporter Defecated on Trump Sign?,NaN,NaN,Snopes Aggregator,Unreliable
Abortion Rates Fall During Democratic Administrations and Rise During Republican Ones,NaN,NaN,Snopes Aggregator,Unreliable
Maryland Refusing Electoral College,NaN,NaN,Snopes Aggregator,Unreliable
African Billionaire Will Give $1 Million to Anyone Who Wants to Leave America If Donald Trump Is Elected President,NaN,NaN,Snopes Aggregator,Unreliable
Anti-Trump Protesters Bused Into Austin,NaN,NaN,Snopes Aggregator,Unreliable
Trumpets and a Circle in the Sky Above Israel,NaN,NaN,Snopes Aggregator,Unreliable
Anti-Trump Protesters Destroy America,NaN,NaN,Snopes Aggregator,Unreliable
Muslim Woman Told to ‘Hang Herself’ with Hijab at Walmart,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Said: ‘Kiss your Section 8,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Files for Divorce in New York Courts,NaN,NaN,Snopes Aggregator,Unreliable
Police Calm Millennial Protesters by Handing out ‘Participation Trophies’,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Fake Cigarettes are Being Sold and Killing People,NaN,NaN,Snopes Aggregator,Unreliable
Donald Trump Removed ‘Pro-Life’ from His Policies 12 Hours After Election?,NaN,NaN,Snopes Aggregator,Unreliable
Obama Signs Executive Order Declaring Investigation Into Election Results,NaN,NaN,Snopes Aggregator,Unreliable
Canada Receives 10 Million Immigration Applications,NaN,NaN,Snopes Aggregator,Unreliable
President Barack Obama Kicks the Door In,NaN,NaN,Snopes Aggregator,Unreliable
Obamaphones to Be Cut Off,NaN,NaN,Snopes Aggregator,Unreliable
Janet Reno Said ‘Donald Trump Will Never Be President in My Lifetime’,NaN,NaN,Snopes Aggregator,Unreliable
‘We Hate Muslims,NaN,NaN,Snopes Aggregator,Unreliable
Klan Marches in North Carolina to Celebrate Trump Victory,NaN,NaN,Snopes Aggregator,Unreliable
Harambe,NaN,NaN,Snopes Aggregator,Unreliable
Did ‘The Simpsons’ Predict a Donald Trump Presidency?,NaN,NaN,Snopes Aggregator,Unreliable
Rare Supermoon Is Going to Unleash Tidal Waves and Massive Earthquakes,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Voting Split Across Two Days,NaN,NaN,Snopes Aggregator,Unreliable
Cubs Win,NaN,NaN,Snopes Aggregator,Unreliable
Jay Z Rapped the Words ‘Middle Finger to the Lord’ at Hillary Clinton Rally,NaN,NaN,Snopes Aggregator,Unreliable
Clinton Staffers Ready Electromagnetic Pulses to Disable Nation’s Devices,NaN,NaN,Snopes Aggregator,Unreliable
Van Full of ‘Illegals’ Shows up to Vote Clinton at Six Polling Places,NaN,NaN,Snopes Aggregator,Unreliable
Ivanka Trump Disavows Her Father,NaN,NaN,Snopes Aggregator,Unreliable
Clinton Campaign Paid Beyonce and Jay Z $62 Million for Cleveland Concert to Secure Black Votes,NaN,NaN,Snopes Aggregator,Unreliable
Huma Abedin Admits in E-mail to Brother That She Is a Muslim Infiltrator?,NaN,NaN,Snopes Aggregator,Unreliable
Obama Encouraged ‘Illegal Aliens’ to Vote,NaN,NaN,Snopes Aggregator,Unreliable
FBI Agent Suspected in Hillary Email Leaks Found Dead in Apparent Murder-Suicide,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Caught on Hot Mic Trashing Beyoncé with Racial Slurs,NaN,NaN,Snopes Aggregator,Unreliable
Were 16 Girls Impregnated After a Teenager Ejaculated in a Pool?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Was Clinton Campaign Chairman John Podesta Involved in Satanic ‘Spirit Cooking’?,NaN,NaN,Snopes Aggregator,Unreliable
Department of Homeland Security Chairman Officially Indicts Hillary Clinton of Treason,NaN,NaN,Snopes Aggregator,Unreliable
Dunkin’ Donuts Holiday Cup Is Richard Dawkins Giving the Finger,NaN,NaN,Snopes Aggregator,Unreliable
Trump to Deport Lin-Manuel Miranda,NaN,NaN,Snopes Aggregator,Unreliable
‘Facebook Analytics’ Electoral Map Shows Trump Sweep,NaN,NaN,Snopes Aggregator,Unreliable
Clinton: Russians Hacked My Crowd!,NaN,NaN,Snopes Aggregator,Unreliable
Life Expectancy in the United States Declining,NaN,NaN,Snopes Aggregator,Unreliable
Matthew McConaughey Endorsed Donald Trump?,NaN,NaN,Snopes Aggregator,Unreliable
Starbucks CEO Admits Plot to Lure Customers Into Satanism,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton ‘Accidentally’ Gave ISIS $400 Million,NaN,NaN,Snopes Aggregator,Unreliable
Study Confirms Humans Can Literally Feed Off Each Other’s Energy,NaN,NaN,Snopes Aggregator,Unreliable
Clinton Cancels Rally Due to ‘Lock Her Up’ Chants,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Ginger Baker Beats Burglars Senseless,NaN,NaN,Snopes Aggregator,Unreliable
New York Police Raid Hillary Clinton’s Property,NaN,NaN,Snopes Aggregator,Unreliable
NYPD Looking to Press Charges Against Bill Clinton for Underage Sex Ring,NaN,NaN,Snopes Aggregator,Unreliable
Chris Matthews Endorses Donald Trump,NaN,NaN,Snopes Aggregator,Unreliable
Government Targeted Black Women with ‘Epidural Vaccine’,NaN,NaN,Snopes Aggregator,Unreliable
Michelle Obama Scrubbed Hillary Clinton from Her Twitter Accounts,NaN,NaN,Snopes Aggregator,Unreliable
‘Donald Trump Arrested’ Virus Warning,NaN,NaN,Snopes Aggregator,Unreliable
Did Podesta Say Clinton Has Cabbage Odor,NaN,NaN,Snopes Aggregator,Unreliable
Is Clinton Paying Halfway House Residents $300 Per Vote?,NaN,NaN,Snopes Aggregator,Unreliable
Girl Shot by Police Sniper at Standing Rock Protest,NaN,NaN,Snopes Aggregator,Unreliable
Recording Captures Tim Kaine Yelling at His Mistress,NaN,NaN,Snopes Aggregator,Unreliable
Manipulated Photograph of Bill Clinton Crowd,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Bought $137 Million Worth of Illegal Arms,NaN,NaN,Snopes Aggregator,Unreliable
Queen Offers to Restore British Rule Over United States,NaN,NaN,Snopes Aggregator,Unreliable
White House Cancels All Obama Appearances at Hillary Campaign Events,NaN,NaN,Snopes Aggregator,Unreliable
North Carolina Hillary Supporter Votes Multiple Times,NaN,NaN,Snopes Aggregator,Unreliable
‘Spooked’ Clinton Campaign Manager Deleted Tweets,NaN,NaN,Snopes Aggregator,Unreliable
The Amish Don’t Get Autism?,NaN,NaN,Snopes Aggregator,Unreliable
Fox News Said the Benghazi Probe Was a Hoax,NaN,NaN,Snopes Aggregator,Unreliable
Germany ‘Folds’ to Sharia Law and Allows Child Marriages,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton and #DraftOurDaughters,NaN,NaN,Snopes Aggregator,Unreliable
Dad Posted Picture of Baby Holding Gun on Facebook Just Before She Shot Herself?,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Went Topless in the 1960s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Hillary Clinton Say ‘I Would Like to See People Like Donald Trump Run for Office’?,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Fake Anti-Marijuana Picture Rips Off ‘Walking Dead’ Producer,NaN,NaN,Snopes Aggregator,Unreliable
Sweden Bans Christmas Lights to Avoid Angering Muslim Refugees,NaN,NaN,Snopes Aggregator,Unreliable
Amish in America Commit Vote to Donald Trump,NaN,NaN,Snopes Aggregator,Unreliable
Biden Blames ‘Lazy American Women’ for the Economy?,NaN,NaN,Snopes Aggregator,Unreliable
Is Chelsea Clinton Married to George Soros’ Nephew?,NaN,NaN,Snopes Aggregator,Unreliable
Grandparents to ‘Get All Their Grandchildren Every Weekend’,NaN,NaN,Snopes Aggregator,Unreliable
Risqué Anderson Cooper Photograph,NaN,NaN,Snopes Aggregator,Unreliable
Video Shows Democrats Committing Voter Fraud in 2016 Primary,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton Describes Her Major Accomplishments as Secretary of State,NaN,NaN,Snopes Aggregator,Unreliable
Michael Moore Endorsed Donald Trump?,NaN,NaN,Snopes Aggregator,Unreliable
Pat Buchanan Said Things Were Better in the `50s,NaN,NaN,Snopes Aggregator,Unreliable
Cubs Fan Steve Bartman Wins $3.7 Million from 9-Year-Old Bet on Cubs,NaN,NaN,Snopes Aggregator,Unreliable
Is ‘Baron Trump’s Marvelous Underground Journey’ a Real Book from the 1890s?,NaN,NaN,Snopes Aggregator,Unreliable
Did Clemson’s Quarterback Say Their White House Meal Was ‘The Best We Ever Had’?,NaN,NaN,Snopes Aggregator,Unreliable
Did President Obama Once Spend $65,NaN,NaN,Snopes Aggregator,Unreliable
Did Congress ‘Set Aside’ $50 Billion in 2006 for the Construction of Border Fencing?,NaN,NaN,Snopes Aggregator,Unreliable
Can Federal Government Workers Be Fired After 30 Days of Shutdown?,NaN,NaN,Snopes Aggregator,Unreliable
Did All Democrats Vote Against a 2.8 Percent Social Security COLA Increase?,NaN,NaN,Snopes Aggregator,Unreliable
‘Got Another Friend Request from You’ Facebook Warning,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford with Bill Clinton?,NaN,NaN,Snopes Aggregator,Unreliable
Is This a Photograph of Christine Blasey Ford Partying?,NaN,NaN,Snopes Aggregator,Unreliable
Did Judge Martha Kavanaugh ‘Rule Against’ the Parents of Her Son’s Accuser,NaN,NaN,Snopes Aggregator,Unreliable
Kremlin in Turmoil After Clinton Foundation CEO Requests ‘Urgent and Immediate’ Asylum,NaN,NaN,Snopes Aggregator,Unreliable
Wisconsin Clerk Blocks Campus Voting Because Students Lean Democratic?,NaN,NaN,Snopes Aggregator,Unreliable
Michael Kors ‘Dog Fur’ Petition,NaN,NaN,Snopes Aggregator,Unreliable
Trump Forehead Tattoo,NaN,NaN,Snopes Aggregator,Unreliable
Scientists Finally Solve the Mystery of the Bermuda Triangle?,NaN,NaN,Snopes Aggregator,Unreliable
Do Bell Peppers Have Genders?,NaN,NaN,Snopes Aggregator,Unreliable
Putin Gives Obama Ultimatum,NaN,NaN,Snopes Aggregator,Unreliable
Supreme Court Confirms 20-Year Prison Sentence for Ex-VP Dick Cheney,NaN,NaN,Snopes Aggregator,Unreliable
Spanish Dancer Jellyfish,NaN,NaN,Snopes Aggregator,Unreliable
Hillary Clinton’s ‘Sudden Move’ of $1.8 Billion to Qatar Central Bank Stuns Financial World,NaN,NaN,Snopes Aggregator,Unreliable
WikiLeaks: Clintons Purchase $200 Million Maldives Estate,NaN,NaN,Snopes Aggregator,Unreliable
Cheryl Mills Called Benghazi Dead ‘Idiot Soldiers’ in Leaked E-Mail,NaN,NaN,Snopes Aggregator,Unreliable
